id,time,lat,lon,depth,mag,event-type
us20004g0x,2015-12-09T21:52:42.200,-37.6899,51.3146,10.0,5.3,earthquake
us20004g1p,2015-12-10T00:09:32.810,-35.8838,-73.2763,10.0,5.5,earthquake
us20004g28,2015-12-10T02:04:43.710,-4.2318,129.5433,30.2,5.2,earthquake
us20004g40,2015-12-10T12:05:14.730,-58.8800,-23.9062,10.0,5.7,earthquake
us20004g50,2015-12-10T15:03:26.410,-17.0179,175.2794,16.2,5.1,earthquake
us20004g7l,2015-12-10T18:55:31.940,-5.4291,129.4265,254.4,5,earthquake
us20004gba,2015-12-11T03:20:48.820,-4.9619,102.9660,48.6,5.1,earthquake
us20004gm0,2015-12-11T22:05:36.820,-47.6159,85.1651,10.0,5,earthquake
us20004gtz,2015-12-12T23:32:54.860,-41.1083,-90.0703,10.0,5.5,earthquake
us20004gug,2015-12-13T01:47:05.360,3.4763,127.4198,10.0,5.3,earthquake
us20004guj,2015-12-13T01:52:17.690,46.7243,152.5864,56.7,5.3,earthquake
us20004gv4,2015-12-13T05:53:20.030,54.9790,111.6458,12.3,5.1,earthquake
us20004gv8,2015-12-13T06:42:09.130,-6.8681,129.8586,76.8,5.4,earthquake
us20004gyp,2015-12-14T01:34:00.600,-4.0574,129.5354,10.0,5.2,earthquake
us20004gyq,2015-12-14T01:45:58.820,-4.0560,129.5317,10.0,5.3,earthquake
us20004h58,2015-12-14T21:12:01.830,52.8350,-167.9241,46.7,5.2,earthquake
us20004h6f,2015-12-14T22:56:17.210,-5.4132,153.0664,37.5,5,earthquake
us20004h86,2015-12-15T00:20:33.490,25.7209,141.9465,55.5,5.1,earthquake
us20004hax,2015-12-15T13:29:35.980,-15.6232,167.2863,28.5,5.2,earthquake
us20004hde,2015-12-15T17:08:25.110,-56.3767,-25.8321,12.9,5.1,earthquake
us20004hdj,2015-12-15T17:48:50.240,-56.3666,-25.7378,20.1,5,earthquake
us20004hm8,2015-12-16T20:38:37.090,-19.5827,-174.9110,37.3,5.3,earthquake
us100047wy,2015-12-17T12:44:03.130,17.7537,120.5815,69.7,5.3,earthquake
us100047zq,2015-12-17T19:49:53.050,15.8015,-93.6330,85.0,6.6,earthquake
us1000480v,2015-12-17T21:31:39.630,47.9728,146.8521,443.0,5.4,earthquake
us1000483e,2015-12-18T11:46:48.270,-1.3395,-15.8313,10.0,5.4,earthquake
us1000488k,2015-12-18T22:14:09.200,-17.0719,-178.9574,530.0,5.1,earthquake
us1000488j,2015-12-18T22:16:56.550,29.3985,81.6541,10.0,5.4,earthquake
us1000489i,2015-12-19T02:10:53.360,-18.3819,169.3857,10.0,6,earthquake
us100048aa,2015-12-19T04:27:32.770,2.1145,-84.4273,29.6,5,earthquake
us100048d4,2015-12-19T15:03:36.010,-8.3684,107.0225,27.0,5.7,earthquake
us100048du,2015-12-19T19:25:05.560,-30.6053,-71.3057,48.3,5.8,earthquake
us100048fn,2015-12-20T07:29:11.010,-28.2531,-176.2567,10.0,5.2,earthquake
us100048g8,2015-12-20T09:28:51.820,12.8596,124.3748,111.1,5.2,earthquake
us100048hc,2015-12-20T18:47:36.610,3.6455,117.6359,14.0,6.1,earthquake
us100048hu,2015-12-20T22:04:34.870,-6.2785,154.6759,52.9,5,earthquake
us100048l4,2015-12-21T12:37:12.300,-18.1567,-174.9055,197.7,5,earthquake
us100048lk,2015-12-21T15:44:04.830,-4.4354,151.9782,162.0,5.7,earthquake
us100048sl,2015-12-22T13:05:10.790,-28.3167,-176.4206,10.0,5.2,earthquake
us100048zn,2015-12-23T06:43:21.960,49.3128,155.6491,47.8,5,earthquake
us1000490j,2015-12-23T10:08:49.840,-6.8707,155.0527,34.1,5,earthquake
us1000491a,2015-12-23T15:36:53.550,-21.0307,168.2896,9.3,5.1,earthquake
us10004933,2015-12-23T16:17:51.560,45.1096,-28.0473,10.0,5,earthquake
us1000493b,2015-12-23T16:55:09.460,-54.1759,-1.4943,10.0,5.8,earthquake
us10004966,2015-12-23T22:28:18.460,-17.3364,-173.7342,10.0,5.3,earthquake
us100049ce,2015-12-24T19:44:03.130,-55.7550,-123.1158,12.3,6.2,earthquake
us100049cl,2015-12-24T20:18:42.680,-3.6726,151.3213,10.0,5.1,earthquake
us100049dq,2015-12-24T23:10:58.170,-7.2182,128.9775,119.0,5.8,earthquake
us100049g1,2015-12-25T07:43:50.000,-15.2792,167.5545,121.4,5.1,earthquake
us100049hf,2015-12-25T17:58:04.970,-40.7281,-86.4356,10.0,5.8,earthquake
us100049i1,2015-12-25T19:14:47.190,36.4935,71.1263,206.0,6.3,earthquake
us10004ail,2015-12-26T04:43:15.180,-42.0070,84.5584,10.0,5.4,earthquake
gcmt20151226054008,2015-12-26T05:40:08.000,-36.5000,-99.5000,10.0,5.1,earthquake
us100049m3,2015-12-26T11:00:52.980,35.5164,27.3862,36.8,5.2,earthquake
us100049py,2015-12-26T17:58:08.250,-31.7499,-72.1791,11.7,5,earthquake
us100049re,2015-12-26T22:11:17.340,9.9678,126.0264,58.3,5.2,earthquake
us100049xy,2015-12-27T15:19:49.100,-33.0132,-108.8244,10.0,5.3,earthquake
us10004a1v,2015-12-28T06:55:29.880,14.6571,-61.3454,150.0,5.6,earthquake
us10004a3n,2015-12-28T14:39:31.600,-5.1972,152.7971,35.0,5.1,earthquake
us10004a40,2015-12-28T16:26:04.940,-3.7458,128.3613,50.7,5.2,earthquake
us10004a4l,2015-12-28T19:24:15.480,-0.5089,-19.9606,10.0,5.1,earthquake
us10004a6n,2015-12-29T01:51:41.550,-6.2452,154.7595,30.0,5.8,earthquake
us10004a6p,2015-12-29T02:54:06.000,6.8620,-76.7010,5.7,5,earthquake
us10004aci,2015-12-30T02:58:36.450,-34.4192,-109.3543,10.0,5,earthquake
us10004acp,2015-12-30T03:25:34.030,14.1370,-91.1098,81.0,5,earthquake
us10004ae8,2015-12-30T11:08:36.000,-21.9779,-174.4701,46.1,5,earthquake
us10004akg,2015-12-31T10:56:58.120,11.1535,-86.6205,20.0,5.8,earthquake
us10004ama,2015-12-31T21:29:38.860,-30.3584,-178.0074,27.3,5.4,earthquake
us10004amq,2015-12-31T22:22:17.350,51.6783,-173.4890,39.9,5,earthquake
gcmt20151231222312,2015-12-31T22:23:12.000,-7.2500,67.7500,10.0,5,earthquake
us10004ant,2016-01-01T02:00:39.950,-50.5575,139.4489,10.0,6.3,earthquake
us10004aqy,2016-01-01T15:02:16.740,-28.6278,-177.2810,34.0,5.8,earthquake
us10004asd,2016-01-01T23:04:52.280,-20.5653,-179.1565,642.8,5,earthquake
us10004atb,2016-01-02T04:22:19.570,44.8069,129.9406,585.5,5.8,earthquake
us10004aur,2016-01-02T08:37:22.510,36.5426,70.9320,189.0,5.2,earthquake
us10004b2n,2016-01-03T23:05:22.270,24.8036,93.6505,55.0,6.7,earthquake
us10004b6k,2016-01-04T14:36:13.490,19.1416,121.0647,10.0,5.2,earthquake
us10004bel,2016-01-05T01:58:19.580,15.3798,-95.3519,19.1,5,earthquake
us10004ben,2016-01-05T02:21:11.340,30.6132,132.7337,4.7,5.8,earthquake
us10004bfp,2016-01-05T05:28:30.270,-5.9576,130.5984,129.4,5.2,earthquake
us10004bgk,2016-01-05T09:34:14.620,-54.2906,-136.2603,10.0,6,earthquake
us10004blk,2016-01-05T20:31:20.880,10.1025,126.2051,35.0,5,earthquake
us10004bll,2016-01-05T20:36:17.650,10.1241,126.1765,25.4,5.2,earthquake
us10004bm0,2016-01-05T21:59:50.150,22.0669,143.6108,158.0,5.7,earthquake
us10004bnm,2016-01-06T01:30:01.480,41.2996,129.0467,0.0,5.1,nuclear explosion
us10004bph,2016-01-06T04:58:56.070,-54.2206,-136.8746,13.9,5.3,earthquake
us10004btc,2016-01-06T13:18:55.500,15.3775,-95.2403,10.0,5.3,earthquake
us10004bys,2016-01-07T02:52:35.740,51.7750,-175.3586,44.4,5.1,earthquake
us10004c2p,2016-01-07T10:50:31.440,-1.0801,-15.9516,10.0,5.1,earthquake
us10004c4b,2016-01-07T15:40:42.920,-41.6653,-74.0885,22.6,5,earthquake
us10004c7b,2016-01-07T20:23:39.650,49.3742,155.3193,73.3,5.2,earthquake
us10004c96,2016-01-08T01:12:01.020,-30.6640,-71.6383,24.0,5.7,earthquake
us10004cbi,2016-01-08T09:07:09.450,36.6015,70.9688,223.1,5,earthquake
gcmt20160108132904,2016-01-08T13:29:04.000,-30.7500,-13.7500,10.0,5,earthquake
us10004egc,2016-01-08T14:45:28.810,-29.0539,-111.7634,15.0,5,earthquake
us10004cfv,2016-01-08T21:54:51.340,18.7941,-107.1822,10.0,5.3,earthquake
us10004cg7,2016-01-08T22:21:31.420,-9.4425,117.6913,74.5,5.4,earthquake
us10004d50,2016-01-09T14:12:37.130,27.9136,129.6042,23.5,5.4,earthquake
us10004dam,2016-01-10T12:12:02.370,-57.6576,-147.9486,4.0,5.6,earthquake
us10004db0,2016-01-10T13:33:35.760,-31.3272,-71.7545,26.2,5,earthquake
us10004dbv,2016-01-10T17:40:49.510,39.5649,34.3373,10.0,5,earthquake
us10004dcs,2016-01-10T22:07:36.760,-11.5958,166.3779,65.1,5,earthquake
us10004dj5,2016-01-11T16:38:05.900,3.8965,126.8621,13.0,6.5,earthquake
us10004djn,2016-01-11T17:08:03.920,44.4761,141.0867,238.8,6.2,earthquake
us10004dmb,2016-01-11T22:19:56.300,-23.0754,179.1198,552.5,5.3,earthquake
us10004dqh,2016-01-12T09:45:11.430,-31.3385,58.1916,10.0,5.9,earthquake
us10004fdm,2016-01-12T09:46:43.240,-31.3958,58.1204,10.0,5.2,earthquake
us10004dru,2016-01-12T12:27:22.480,3.7186,126.9938,10.0,5.2,earthquake
us10004fdy,2016-01-12T18:02:13.900,-59.2136,-25.8201,62.9,5,earthquake
us10004dtm,2016-01-12T20:04:59.710,36.5979,70.9503,239.0,5.7,earthquake
us10004dxq,2016-01-13T05:47:30.800,0.4471,92.2672,10.0,5.1,earthquake
us10004dxr,2016-01-13T05:56:02.190,-15.1703,-174.8750,263.0,5.9,earthquake
us10004dyh,2016-01-13T07:52:40.820,12.2270,125.5865,83.0,5,earthquake
us10004e6a,2016-01-13T18:29:03.920,-21.4979,-174.0286,10.0,5.1,earthquake
us10004e7h,2016-01-13T20:34:58.780,32.6531,91.6264,10.0,5.2,earthquake
us10004e85,2016-01-13T21:18:14.460,42.2124,84.2736,10.0,5.1,earthquake
us10004e8c,2016-01-13T21:37:37.050,38.7327,73.2032,13.3,5,earthquake
us10004ebw,2016-01-14T03:25:28.270,-19.7597,-63.3288,582.6,6.1,earthquake
us10004ebx,2016-01-14T03:25:33.640,41.9723,142.7810,46.0,6.7,earthquake
us10004ec4,2016-01-14T03:38:18.100,-8.5997,122.9309,158.2,5.1,earthquake
us10004edy,2016-01-14T05:39:39.690,-16.2063,-174.0539,139.9,5.1,earthquake
us10004efn,2016-01-14T11:04:18.780,-15.6408,-177.1557,10.0,5.6,earthquake
us10004egq,2016-01-14T12:15:29.470,-53.2602,159.7523,10.0,5.5,earthquake
us10004ehj,2016-01-14T13:14:49.150,9.6862,126.3095,35.0,5.6,earthquake
gcmt20160115005648,2016-01-15T00:56:48.000,-62.2500,155.7500,10.0,5.1,earthquake
us10004f0g,2016-01-16T04:35:56.930,-10.0114,123.5855,14.1,5,earthquake
us10004f2n,2016-01-16T16:58:00.740,8.9134,-84.2146,24.9,5.2,earthquake
us10004f2y,2016-01-16T18:54:33.660,-0.4798,99.2857,61.7,5.2,earthquake
us10004f41,2016-01-16T22:38:06.460,-8.4943,156.4617,10.0,5.1,earthquake
us10004f44,2016-01-16T23:22:29.040,-3.8727,127.2292,4.1,5.6,earthquake
us10004f5j,2016-01-17T08:30:23.720,19.7204,-76.0967,10.0,5.2,earthquake
us10004f7g,2016-01-17T15:28:38.980,-21.3044,-68.7630,90.3,5,earthquake
us10004f7h,2016-01-17T15:30:03.480,-5.4493,130.1557,131.8,5.2,earthquake
us10004f80,2016-01-17T17:05:38.400,-26.4372,-70.8561,36.9,5,earthquake
us10004f8d,2016-01-17T19:25:16.790,-38.0132,77.9091,10.0,5.1,earthquake
us10004fa4,2016-01-18T03:20:38.750,17.1333,-84.6345,10.0,5.4,earthquake
us10004fc6,2016-01-18T13:43:58.020,-31.3226,-178.7318,95.0,5.1,earthquake
us10004feg,2016-01-18T18:24:18.440,-21.4088,176.1244,7.0,5.8,earthquake
us10004fev,2016-01-18T19:21:50.180,-0.2717,129.5232,10.0,5.2,earthquake
us10004fhf,2016-01-19T02:02:05.400,2.0699,96.6882,16.5,5.3,earthquake
us10004fhj,2016-01-19T02:13:27.240,22.8626,121.3206,27.1,5.6,earthquake
us10004fhm,2016-01-19T03:22:02.390,-6.7616,155.1506,46.4,5.2,earthquake
us10004fmh,2016-01-19T16:54:23.840,-22.9061,171.4805,10.0,5.3,earthquake
us10004fqa,2016-01-19T22:04:07.340,1.4266,127.3403,161.0,5,earthquake
us10004fty,2016-01-20T12:01:10.000,-15.8834,-74.0380,49.1,5,earthquake
us10004fug,2016-01-20T15:05:19.820,-56.1838,-139.1473,10.0,5.4,earthquake
us10004fv5,2016-01-20T17:13:13.650,37.6709,101.6409,9.0,5.9,earthquake
us20004uqy,2016-01-20T17:18:25.180,37.6385,101.5943,10.0,5,earthquake
us10004fwv,2016-01-20T21:53:41.490,43.1102,146.0168,38.4,5.1,earthquake
us10004fzt,2016-01-21T07:15:11.940,-22.2650,-174.9009,53.8,5,earthquake
us10004g06,2016-01-21T08:16:51.880,1.6020,126.9204,112.4,5,earthquake
us10004g0a,2016-01-21T08:26:21.560,-30.8839,-178.5829,123.1,5.5,earthquake
us10004g38,2016-01-21T13:02:00.890,-31.2202,58.3088,10.0,5.1,earthquake
us10004g3i,2016-01-21T13:47:19.860,35.6247,-3.6499,10.0,5.1,earthquake
us10004g4l,2016-01-21T18:06:57.650,18.8239,-106.9337,10.0,6.6,earthquake
us10004g66,2016-01-21T20:10:38.630,3.7770,126.7831,10.0,5,earthquake
us10004g8j,2016-01-22T01:00:17.320,-24.4649,-116.1237,10.0,5.3,earthquake
us10004gep,2016-01-22T16:34:35.410,-13.7207,172.0600,44.1,5.6,earthquake
us10004gga,2016-01-22T18:56:07.730,-14.7662,179.7847,10.0,5,earthquake
us10004ghe,2016-01-22T20:51:46.560,28.3453,55.2943,19.5,5.1,earthquake
us10004gkq,2016-01-23T04:54:11.320,36.6676,71.3509,94.9,5,earthquake
us10004gl0,2016-01-23T07:49:44.210,-14.5815,166.9358,10.0,5.1,earthquake
us10004gli,2016-01-23T10:08:01.390,-22.3785,-114.0144,10.0,5.4,earthquake
us10004gp5,2016-01-24T00:34:02.870,-22.8948,171.4950,12.4,5.1,earthquake
us10004gqp,2016-01-24T10:30:30.230,59.6363,-153.4051,129.0,7.1,earthquake
us10004gx7,2016-01-25T00:00:11.130,-19.5324,-173.3833,53.0,5.7,earthquake
us10004gxw,2016-01-25T02:05:21.230,8.0061,134.7223,16.2,5,earthquake
us10004gy9,2016-01-25T04:22:02.730,35.6493,-3.6818,12.0,6.3,earthquake
us10004gz3,2016-01-25T04:30:55.190,35.5953,-3.8166,10.0,5,earthquake
us10004gyj,2016-01-25T04:34:19.170,35.6805,-3.7230,10.0,5.3,earthquake
us10004gzd,2016-01-25T05:54:05.460,35.4764,-3.7734,10.0,5.1,earthquake
us10004gzj,2016-01-25T06:10:41.960,35.5051,-3.8783,10.0,5.2,earthquake
us10004h1a,2016-01-25T09:17:49.650,3.2058,128.3920,42.6,5.5,earthquake
us20004uks,2016-01-26T03:10:20.750,-5.2952,153.2454,26.0,6.1,earthquake
us20004ule,2016-01-26T03:46:36.290,-20.4822,-177.5417,504.1,5.2,earthquake
us20004uq4,2016-01-26T15:47:58.770,-5.2952,153.1961,32.9,5,earthquake
us20004usw,2016-01-26T17:51:29.460,-9.3799,158.0852,33.1,5.2,earthquake
us20004uu1,2016-01-26T20:03:47.370,-5.3105,153.2532,35.0,5.5,earthquake
us20004uuy,2016-01-26T21:34:09.850,-5.2851,153.1835,22.1,5.1,earthquake
us20004uv8,2016-01-26T21:59:56.260,-10.3314,119.4196,19.7,5.2,earthquake
us20004uva,2016-01-26T22:06:05.680,-5.2285,153.2154,27.4,5,earthquake
us20004uwb,2016-01-26T23:19:08.860,36.7511,69.8659,307.3,5.2,earthquake
us20004uxe,2016-01-27T01:24:30.550,8.3122,137.7608,10.0,5.1,earthquake
us20004uxf,2016-01-27T01:27:02.890,-20.6141,-173.6659,10.0,5.2,earthquake
us20004v38,2016-01-27T15:11:17.550,1.0248,-28.1447,10.0,5.7,earthquake
us20004v8g,2016-01-28T03:46:53.020,1.0487,-28.1224,10.0,5,earthquake
us20004vc2,2016-01-28T20:03:03.250,-56.4578,-143.5954,10.0,5.1,earthquake
us20004vdi,2016-01-29T00:02:39.240,-11.4019,166.2289,62.0,5.2,earthquake
us20004vec,2016-01-29T02:29:14.670,19.3093,121.0908,10.0,5,earthquake
us20004vf6,2016-01-29T04:30:46.290,-58.9775,-25.8249,97.7,5.1,earthquake
us20004vj7,2016-01-29T17:32:31.960,0.9137,126.1105,10.0,5.2,earthquake
us20004vly,2016-01-29T20:07:15.100,-30.3325,-71.6327,35.8,5.2,earthquake
us20004vpw,2016-01-30T00:08:50.680,6.2933,145.6518,10.0,5.1,earthquake
us20004vpy,2016-01-30T00:16:39.840,48.5290,153.4649,152.9,5.2,earthquake
us20004vq3,2016-01-30T00:28:41.960,40.9167,-127.2074,10.0,5.1,earthquake
us20004vq9,2016-01-30T00:30:52.570,41.0363,-127.3842,10.0,5,earthquake
us20004vvx,2016-01-30T03:25:12.220,53.9776,158.5463,177.0,7.2,earthquake
us20004w14,2016-01-30T12:02:47.630,-3.1401,146.9814,13.0,5.5,earthquake
us20004w2w,2016-01-30T22:23:53.260,-6.9560,155.1548,10.0,5.1,earthquake
us20004w34,2016-01-30T23:46:44.370,-2.8872,147.1911,10.0,5.3,earthquake
us20004w3k,2016-01-31T02:50:05.980,-2.8659,147.1385,10.0,5.7,earthquake
us20004w4h,2016-01-31T07:41:50.670,-8.3606,-74.2575,156.7,5,earthquake
us20004w6c,2016-01-31T17:38:59.950,-63.2630,169.1485,10.0,6.1,earthquake
us20004w7h,2016-01-31T23:23:46.510,-6.9245,155.1536,10.0,5.3,earthquake
us20004wck,2016-02-01T19:00:46.280,-30.7539,-179.9504,391.0,6.2,earthquake
us20004whr,2016-02-02T05:31:47.770,39.7102,142.9463,12.2,5.3,earthquake
gcmt20160202141923,2016-02-02T14:19:23.000,25.5700,123.4500,196.0,5.7,earthquake
us20004wk0,2016-02-02T14:19:23.030,25.5745,123.4476,196.0,5.7,earthquake
us20004wnp,2016-02-02T19:36:19.630,16.8595,-86.2250,19.0,5,earthquake
us20004wt3,2016-02-03T11:44:47.980,47.3543,153.9455,41.6,5,earthquake
us20004wxd,2016-02-03T20:27:28.170,-10.0781,123.5698,10.0,5.2,earthquake
us20004wyx,2016-02-04T00:07:47.930,-30.4475,-177.6749,17.0,5.2,earthquake
us20004wz7,2016-02-04T00:48:14.140,-30.4194,-177.5769,25.3,5.1,earthquake
us20004wz8,2016-02-04T00:58:43.850,-30.5050,-177.5772,10.0,5,earthquake
us20004wzi,2016-02-04T01:34:00.530,47.6037,151.9609,44.6,5.1,earthquake
us20004x0k,2016-02-04T06:59:26.340,-6.4063,147.4457,66.4,5.1,earthquake
us20004x15,2016-02-04T08:52:15.610,-30.4870,-177.5665,10.0,5,earthquake
us20004x2l,2016-02-04T12:43:59.710,-1.5703,28.4181,10.0,5.1,earthquake
us20004x3a,2016-02-04T15:30:49.930,14.2933,93.2040,10.0,5.1,earthquake
us20004x3g,2016-02-04T16:13:03.930,1.5577,126.4538,10.0,5.3,earthquake
us20004xxv,2016-02-04T22:41:37.680,13.8147,122.2589,27.8,5.2,earthquake
us20004xzs,2016-02-05T05:00:46.740,13.7942,122.3308,10.0,5.3,earthquake
us20004xzv,2016-02-05T05:24:40.500,-31.0793,-71.7851,24.7,5,earthquake
us20004xzw,2016-02-05T05:28:08.110,-31.0741,-71.6711,23.7,5.1,earthquake
us20004y4t,2016-02-05T16:20:11.740,27.8782,85.3377,23.5,5.2,earthquake
us20004y63,2016-02-05T17:48:43.120,-4.4342,153.6169,95.8,5.1,earthquake
us20004y6h,2016-02-05T19:57:27.380,22.9375,120.6014,23.0,6.4,earthquake
us20004y6q,2016-02-05T20:11:08.030,-5.2791,141.5855,4.5,5.1,earthquake
us20004y98,2016-02-06T01:39:18.550,-16.9899,174.9389,10.0,5.7,earthquake
us20004zap,2016-02-06T01:40:39.660,-14.8945,-172.8947,12.7,5,earthquake
us20004y9m,2016-02-06T04:51:35.980,-17.2652,174.9525,10.0,5.1,earthquake
gcmt20160206205400,2016-02-06T20:54:00.000,-54.2500,-133.2500,10.0,5,earthquake
us20004yh2,2016-02-07T02:03:40.380,-15.2216,-173.3951,51.0,5.8,earthquake
us20004yi0,2016-02-07T07:11:45.100,-9.0563,158.6935,10.0,5,earthquake
us20004yi3,2016-02-07T07:25:39.500,14.0933,145.2200,89.1,5.1,earthquake
us20004yr0,2016-02-08T16:19:12.780,-6.6207,154.7421,29.0,6.4,earthquake
us20004yum,2016-02-08T20:39:45.610,28.3132,-43.8030,10.0,5,earthquake
us20004yui,2016-02-08T20:59:29.330,-19.0907,-172.4744,35.6,5.3,earthquake
us20004yvg,2016-02-08T23:03:26.190,28.3818,-43.7644,10.0,5.4,earthquake
us20004yvv,2016-02-08T23:26:45.570,28.3826,-43.7664,10.0,5.3,earthquake
us20004ywf,2016-02-09T00:39:00.640,-42.1199,173.0747,53.7,5.2,earthquake
us20004yxx,2016-02-09T07:19:31.760,28.3051,-43.6161,10.0,5.3,earthquake
us20004yxy,2016-02-09T07:22:44.580,28.2928,-43.7599,10.0,5,earthquake
us20004z01,2016-02-09T12:12:06.310,51.4076,179.7000,44.7,5.3,earthquake
us20004z02,2016-02-09T12:12:58.710,11.1962,-86.7168,33.4,5.1,earthquake
us20004z0a,2016-02-09T12:28:48.260,-57.8904,-26.0467,98.8,5.2,earthquake
us20004z0r,2016-02-09T13:50:43.040,2.1420,66.8312,10.0,5,earthquake
us20004z5b,2016-02-10T00:33:05.340,-30.5723,-71.5838,29.0,6.3,earthquake
us20004z5g,2016-02-10T00:34:01.390,-19.6172,-172.9109,27.7,5,earthquake
us20004z5r,2016-02-10T00:47:09.280,-30.5812,-71.6663,28.8,5,earthquake
us20004z6p,2016-02-10T01:14:06.380,-30.6760,-71.6542,33.8,5.1,earthquake
us20004zaz,2016-02-10T15:10:33.990,-20.2290,-174.7023,35.0,5.4,earthquake
us20004zcq,2016-02-10T19:11:48.350,-10.1982,161.6349,70.4,5,earthquake
us20004zdp,2016-02-10T21:30:20.470,-20.4137,-174.6190,41.1,5,earthquake
us20004zj3,2016-02-11T17:00:32.780,-25.7065,-13.7861,9.9,5.2,earthquake
us20004zp9,2016-02-12T10:02:24.050,-9.6338,119.4013,28.0,6.3,earthquake
us20004zt7,2016-02-12T19:19:28.430,-11.1731,164.1517,13.7,5.1,earthquake
us20004zu2,2016-02-12T20:56:48.430,-11.3289,162.8192,10.0,5.4,earthquake
us20004zwj,2016-02-13T03:46:45.760,-16.9229,-70.8059,104.6,5,earthquake
us20004zy8,2016-02-13T17:07:06.290,36.4898,-98.7090,8.3,5.1,earthquake
us20005001,2016-02-13T20:31:46.630,56.1690,112.1106,16.5,5,earthquake
us20005005,2016-02-13T20:45:34.740,-9.4645,108.5707,8.1,5.1,earthquake
us20005019,2016-02-14T00:13:44.040,-43.4798,172.7715,7.6,5.8,earthquake
us2000502w,2016-02-14T07:10:45.870,-17.4196,-171.8895,22.8,5.3,earthquake
us2000505t,2016-02-14T18:09:26.290,30.2966,138.8823,410.0,5.7,earthquake
us200050a6,2016-02-15T15:02:32.890,-20.9981,-175.4788,10.0,6,earthquake
us200050cf,2016-02-15T18:55:02.030,37.5665,21.7826,28.6,5.3,earthquake
us200050ei,2016-02-15T19:28:04.590,-49.0481,164.4987,10.0,5.9,earthquake
us200050iw,2016-02-16T10:46:30.010,-16.4442,-73.6045,29.0,5.7,earthquake
us200050mj,2016-02-16T19:07:15.200,-4.6597,152.6350,50.2,5,earthquake
us200050pj,2016-02-16T23:48:35.680,-55.7841,-125.1659,13.0,6.1,earthquake
us200050ti,2016-02-17T07:44:26.940,-30.4791,-177.6664,23.9,5.1,earthquake
us200050wc,2016-02-17T17:26:02.210,0.8597,129.0605,9.0,6,earthquake
us10004qp2,2016-02-18T01:07:11.530,-56.2549,-27.5661,99.0,5.6,earthquake
us10004qvv,2016-02-18T20:29:39.540,17.2102,60.0573,10.0,5,earthquake
us10004qz4,2016-02-19T04:42:38.920,13.8074,-88.8387,201.3,5,earthquake
gcmt20160219093000,2016-02-19T09:30:00.000,-56.2500,-122.7500,10.0,5.2,earthquake
us10004r0w,2016-02-19T13:13:52.380,37.2534,142.2432,18.9,5.1,earthquake
us10004r8u,2016-02-20T01:26:32.750,-3.0377,129.4157,10.0,5,earthquake
us10004r90,2016-02-20T02:05:50.020,-15.7200,-71.8210,10.0,5,earthquake
us10004rbl,2016-02-20T11:08:37.140,-7.4385,128.1651,137.2,5.1,earthquake
us10004rd8,2016-02-20T14:38:40.940,-22.3407,179.3339,592.7,5,earthquake
us10004rde,2016-02-20T14:59:58.650,4.4941,-32.6206,10.0,5.2,earthquake
us10004rdp,2016-02-20T15:51:23.270,-21.9559,-179.4072,582.6,5.8,earthquake
us10004re6,2016-02-20T15:56:16.380,-21.9183,-179.3949,582.2,5.2,earthquake
us10004rel,2016-02-20T16:48:25.960,4.8279,-32.6286,10.0,5.1,earthquake
us10004rfq,2016-02-20T22:42:08.860,-3.5849,141.3883,10.0,5,earthquake
us10004rga,2016-02-21T01:26:02.260,4.6999,-32.6275,10.0,5.5,earthquake
us10004rgh,2016-02-21T02:26:21.830,4.5071,-32.6569,10.0,5,earthquake
us10004rhs,2016-02-21T09:12:08.130,36.4892,70.8607,174.0,5.2,earthquake
us10004rjm,2016-02-21T18:10:00.970,27.9633,84.6943,16.7,5.1,earthquake
us10004rkg,2016-02-21T21:26:42.290,24.5533,142.4073,21.0,5.6,earthquake
us10004rmh,2016-02-22T03:46:02.460,35.7375,-3.5108,10.0,5.1,earthquake
us10004rn7,2016-02-22T06:36:59.400,-30.4242,-72.2967,12.0,6,earthquake
us10004rwh,2016-02-23T00:33:38.210,32.0565,95.0448,10.0,5.1,earthquake
us10004s4c,2016-02-23T18:08:46.570,-63.0433,145.0020,10.0,5.8,earthquake
us10004s5h,2016-02-23T20:47:34.670,1.0649,127.4284,13.7,5.4,earthquake
us10004sks,2016-02-25T12:17:48.200,-7.5022,128.5293,158.6,5,earthquake
us10004slu,2016-02-25T15:35:06.740,-23.1052,-68.9667,85.5,5.2,earthquake
us10004sri,2016-02-25T22:39:48.470,-47.0970,33.1259,10.0,5.3,earthquake
us10004srp,2016-02-25T23:35:19.300,-8.7463,111.5091,57.4,5.1,earthquake
us10004ssu,2016-02-26T01:49:36.830,-62.2092,155.2569,10.0,5.7,earthquake
us10004su3,2016-02-26T04:47:43.480,-15.6483,167.7805,123.5,5,earthquake
us10004t2t,2016-02-27T02:41:46.250,4.5351,-32.6719,10.0,5.4,earthquake
us10004t6m,2016-02-27T18:20:43.420,-17.9958,-178.4195,557.0,5.1,earthquake
us10004t7g,2016-02-27T21:29:43.570,-51.7897,139.5956,10.0,6.1,earthquake
us10004t7q,2016-02-27T22:37:05.100,-8.9347,124.1552,93.6,5,earthquake
us10004taw,2016-02-28T09:06:25.650,5.2757,125.3322,175.4,5.5,earthquake
us10004tmh,2016-02-29T19:47:38.450,23.9191,123.4167,23.5,5.1,earthquake
