id,time,lat,lon,depth,mag,event-type
us20003pb3,2015-09-26T09:49:47.390,42.2288,142.0037,85.8,5,earthquake
gcmt20150926153506,2015-09-26T15:35:06.000,-56.1100,-125.3500,10.0,5.1,earthquake
us20003pci,2015-09-26T17:23:26.830,5.2649,123.7966,516.0,5.5,earthquake
us20003pcw,2015-09-26T18:17:24.870,-6.2780,151.6661,2.9,5.5,earthquake
us20003pdw,2015-09-26T21:40:35.400,-57.0947,-142.4382,10.0,5.9,earthquake
us20003pf6,2015-09-27T02:56:13.740,-7.1772,129.6047,107.0,5.5,earthquake
us20003pjl,2015-09-27T21:04:45.000,-31.6690,-71.7010,36.9,5.4,earthquake
us20003pjr,2015-09-27T21:19:39.950,20.2670,-45.6499,10.0,5,earthquake
us20003pk2,2015-09-27T22:00:26.580,20.2754,-45.5941,10.0,5,earthquake
us20003pkv,2015-09-28T00:32:34.550,20.2778,-45.6575,10.0,5.4,earthquake
us20003pkx,2015-09-28T00:42:23.560,20.0927,-45.4602,10.0,5.4,earthquake
us20003pl2,2015-09-28T00:44:25.310,20.0362,-45.4193,10.0,5,earthquake
us20003pl3,2015-09-28T01:02:05.400,20.1270,-45.5007,10.0,5.1,earthquake
us20003pnw,2015-09-28T15:28:05.790,-23.8028,-66.6126,219.0,5.9,earthquake
us10003iqu,2015-09-29T08:46:50.590,40.3094,143.6835,10.0,5.2,earthquake
us10003iv8,2015-09-29T15:02:13.920,17.8081,-102.2965,19.8,5,earthquake
us10003ivk,2015-09-29T15:35:16.820,-5.4388,152.0728,21.0,5.2,earthquake
us10003ix4,2015-09-29T17:50:14.500,1.6100,128.5578,53.1,5,earthquake
us10003iy5,2015-09-29T19:53:21.260,-3.3818,146.4040,12.3,5.2,earthquake
us10003iz7,2015-09-29T23:20:50.760,-2.5588,140.1977,19.0,5.4,earthquake
us10003j1p,2015-09-30T02:11:23.110,-7.2019,154.4642,22.1,5,earthquake
us10003j3j,2015-09-30T16:06:52.320,-56.1948,-27.7153,101.0,5.7,earthquake
us10003jb2,2015-09-30T17:25:54.190,18.0401,-101.3369,42.0,5.4,earthquake
us10003jdr,2015-10-01T00:05:00.810,-6.0326,103.7117,34.0,5.3,earthquake
us10003jei,2015-10-01T02:49:52.880,-6.0758,103.6444,35.0,5.1,earthquake
us10003jmk,2015-10-01T22:49:30.580,-16.2664,-173.8606,91.5,5.4,earthquake
us10003js9,2015-10-02T15:51:53.330,1.3146,125.0141,109.8,5.2,earthquake
us10003jy6,2015-10-03T04:14:09.690,-33.0345,-178.2791,10.0,5,earthquake
us10003jyn,2015-10-03T06:03:42.080,-37.4557,-73.6761,14.5,5.8,earthquake
us10003jyt,2015-10-03T06:26:55.780,-30.3010,-71.5510,38.0,5.9,earthquake
us10003jzd,2015-10-03T08:23:49.150,11.8584,-43.7352,10.0,5,earthquake
us10003jzi,2015-10-03T09:43:58.510,-26.2415,70.8156,10.0,5.4,earthquake
us10003k08,2015-10-03T11:21:01.700,-29.8205,-71.7255,28.5,5.1,earthquake
us10003k53,2015-10-04T03:49:49.460,-30.3105,-72.1018,5.9,5.5,earthquake
us10003k6h,2015-10-04T10:11:56.000,-30.6560,-71.6270,29.9,5,earthquake
us10003k7q,2015-10-04T14:50:34.390,-16.2684,-72.1052,92.0,5.3,earthquake
us10003kaz,2015-10-05T01:09:35.410,-35.1190,179.9587,41.6,5,earthquake
us10003kg9,2015-10-05T16:33:26.780,-30.3035,-71.5318,34.0,5.9,earthquake
us10003kgq,2015-10-05T17:35:54.870,51.9487,-179.2558,90.8,5.7,earthquake
us10003knh,2015-10-06T09:21:23.740,12.1177,-88.9955,29.6,5.1,earthquake
us10003ksq,2015-10-06T21:27:33.000,36.1682,29.8952,22.4,5.2,earthquake
us10003kus,2015-10-07T02:30:21.560,-3.9320,-104.1362,10.0,5.4,earthquake
us10003kv9,2015-10-07T03:50:33.440,-30.2705,-177.8803,27.6,5,earthquake
us10003l1m,2015-10-07T23:43:23.160,52.2555,-168.4638,9.3,5.1,earthquake
us10003l21,2015-10-08T00:05:53.000,52.2166,-168.4385,25.0,5.1,earthquake
us10003mdm,2015-10-09T02:33:33.890,-57.4121,-24.7532,3.8,5,earthquake
us10003mgj,2015-10-09T14:39:15.000,40.6847,36.6897,5.0,5.1,earthquake
us10003mj0,2015-10-09T16:28:25.360,-0.0241,123.8928,96.3,5.1,earthquake
us10003mjg,2015-10-09T17:34:50.660,-32.1903,-177.8920,10.0,5.1,earthquake
us10003mjs,2015-10-09T18:27:36.650,-31.7323,-71.7325,35.0,5.5,earthquake
us10003mnk,2015-10-10T07:31:07.610,-19.0689,169.5158,257.0,5.1,earthquake
us10003mns,2015-10-10T08:56:05.410,-60.7167,-20.8492,10.0,5.5,earthquake
us10003mnt,2015-10-10T09:04:01.020,-8.0486,107.4009,35.0,5.2,earthquake
us10003mrv,2015-10-11T00:58:27.170,-54.4856,-135.7080,10.0,6.1,earthquake
us10003muv,2015-10-11T13:32:02.930,46.7488,152.4956,64.2,5,earthquake
us10003mxa,2015-10-12T03:15:19.160,-31.1849,-71.8227,21.0,5.6,earthquake
us10003mxb,2015-10-12T03:31:32.270,-31.1866,-71.8325,19.6,5,earthquake
us10003mxh,2015-10-12T04:35:40.770,7.5362,-77.4760,10.0,5.2,earthquake
us10003mxr,2015-10-12T07:23:25.790,11.8770,57.8101,10.0,5.2,earthquake
us10003mxv,2015-10-12T08:05:01.600,-40.5837,176.2884,22.0,5.6,earthquake
us10003myf,2015-10-12T10:04:15.950,34.2965,98.2297,11.4,5.1,earthquake
us10003nhu,2015-10-14T02:47:07.760,1.8125,128.3198,88.2,5.1,earthquake
us10003nib,2015-10-14T05:43:08.300,48.8595,156.2259,12.0,6,earthquake
us10003nig,2015-10-14T05:49:43.100,49.0145,156.1730,10.0,5,earthquake
us10003niy,2015-10-14T07:47:18.980,7.6522,-73.3038,125.7,5,earthquake
us10003nud,2015-10-15T10:07:28.140,-2.5015,-78.7623,97.1,5.4,earthquake
us10003p25,2015-10-16T06:38:26.180,55.5962,159.2114,285.0,5.6,earthquake
us10003pc9,2015-10-17T11:33:08.950,-25.4674,-64.4839,17.0,5.8,earthquake
us10003qxq,2015-10-17T11:39:05.210,-55.7445,-27.5460,3.4,5,earthquake
us10003pdi,2015-10-17T17:52:19.940,-42.6607,-82.4526,10.1,5.6,earthquake
us10003pei,2015-10-17T20:44:53.910,-5.0806,152.9273,50.8,5.4,earthquake
us10003pem,2015-10-17T21:02:30.450,-20.1145,169.2264,43.4,5.3,earthquake
us10003phr,2015-10-18T13:00:20.020,2.8811,126.4992,42.6,5,earthquake
us10003pie,2015-10-18T16:18:35.520,-16.2018,-173.2608,12.0,6,earthquake
us10003pig,2015-10-18T16:23:37.770,-16.1099,-173.3031,10.0,5.1,earthquake
us10003pj2,2015-10-18T18:17:25.160,-16.1298,-173.3627,10.0,5.1,earthquake
us10003pkj,2015-10-19T02:17:37.110,24.7696,122.0479,10.0,5.3,earthquake
us10003pnb,2015-10-19T13:50:41.620,13.8654,120.6172,106.0,5.8,earthquake
us10003pnf,2015-10-19T14:30:58.950,-7.8487,102.3868,10.0,5,earthquake
us10003ptl,2015-10-20T00:36:54.450,12.8678,143.9008,78.0,5.4,earthquake
us10003pv2,2015-10-20T09:29:08.790,27.0743,140.2123,304.0,5.7,earthquake
us10003pvh,2015-10-20T10:06:14.040,-30.7867,-71.4045,46.0,5,earthquake
us10003pzw,2015-10-20T20:33:12.060,-57.4332,-65.8872,9.1,5.6,earthquake
us10003q0q,2015-10-20T21:52:02.560,-14.8595,167.3028,135.0,7.1,earthquake
us10003q5k,2015-10-21T06:04:49.160,37.3186,141.0771,24.2,5.3,earthquake
us10003qj8,2015-10-22T00:32:28.420,-27.7741,74.0613,10.0,5.2,earthquake
us10003qjz,2015-10-22T01:17:10.320,-60.3389,-45.3599,15.3,5.3,earthquake
us10003qmp,2015-10-22T07:50:29.880,-27.8728,74.0270,10.0,5,earthquake
us10003qs7,2015-10-22T17:47:42.110,17.9213,147.1916,4.2,5.3,earthquake
us10003qur,2015-10-22T23:07:38.970,50.8008,-129.9621,10.0,5.1,earthquake
us10003qv5,2015-10-23T00:27:39.560,29.6377,70.3260,11.0,5.6,earthquake
us10003qvc,2015-10-23T01:40:06.320,-54.2258,6.1653,11.0,6.2,earthquake
us10003qvh,2015-10-23T04:04:18.140,-45.8146,37.1711,10.0,6,earthquake
gcmt20151023195456,2015-10-23T19:54:56.000,-53.7500,-3.7500,10.0,5,earthquake
us10003r43,2015-10-23T22:03:22.840,-2.1661,138.2666,8.0,5.8,earthquake
us10003r6y,2015-10-24T17:31:19.370,-30.2199,-179.3319,313.7,5.5,earthquake
us10003r82,2015-10-24T21:24:45.270,-31.4420,-71.4883,39.9,5,earthquake
us10003rb9,2015-10-25T14:47:51.960,18.2628,-101.6110,42.0,5.2,earthquake
us10003rbc,2015-10-25T14:58:57.670,-29.3334,-177.7961,10.0,5.8,earthquake
us10003rd4,2015-10-26T01:41:32.330,-25.2314,178.7170,546.0,5,earthquake
us100042n2,2015-10-26T09:09:32.020,36.4590,70.6847,206.9,5.9,earthquake
us10003re5,2015-10-26T09:09:42.560,36.5244,70.3676,231.0,7.5,earthquake
us10003rg1,2015-10-26T10:09:06.050,-1.4540,97.0565,21.0,5.1,earthquake
us10003ri2,2015-10-26T13:11:58.750,-17.9858,-178.4465,562.9,5.1,earthquake
us10003rik,2015-10-26T14:38:58.330,-17.9737,-69.4634,115.7,5,earthquake
us10003rtl,2015-10-27T11:04:58.390,-16.6216,66.5479,10.0,5.4,earthquake
us10003ru4,2015-10-27T12:15:21.300,-16.3056,67.0748,10.0,5.3,earthquake
us10003ruc,2015-10-27T13:15:05.040,27.4306,66.0114,10.0,5,earthquake
us200040b8,2015-10-28T20:46:40.350,-10.9788,166.3796,141.0,5.8,earthquake
us200040d5,2015-10-29T02:49:28.000,51.8143,178.5251,93.9,5.3,earthquake
us200040mh,2015-10-30T03:18:41.900,-60.9159,-51.3539,10.0,5.1,earthquake
us200040nf,2015-10-30T06:58:57.340,12.4893,125.7080,71.7,5,earthquake
us200040nm,2015-10-30T07:18:21.890,-60.9276,-51.0227,10.0,5,earthquake
us200040pb,2015-10-30T10:27:00.750,-6.1763,129.9874,141.9,5.1,earthquake
us200040pj,2015-10-30T11:26:43.400,25.0907,99.5721,24.6,5.2,earthquake
us2000410w,2015-10-31T04:43:55.820,-9.0587,124.0636,53.7,5.3,earthquake
us2000415b,2015-11-01T03:48:47.450,41.5774,141.9855,47.0,5.4,earthquake
us2000415p,2015-11-01T05:42:11.460,-39.4005,175.9498,55.4,5.3,earthquake
us2000416s,2015-11-01T15:16:17.480,-23.2468,-68.4169,111.0,5.8,earthquake
us2000417s,2015-11-01T21:09:40.750,22.7548,121.6561,7.0,5.5,earthquake
us20004194,2015-11-02T03:04:08.270,-18.1736,-177.8377,608.4,5.2,earthquake
us20004198,2015-11-02T03:35:03.550,11.9074,-88.9028,28.3,5.1,earthquake
us200041a0,2015-11-02T08:15:33.540,51.5815,-173.3339,13.0,5.8,earthquake
us200041a1,2015-11-02T08:24:22.540,51.5908,-173.3314,10.0,5.1,earthquake
us200041a2,2015-11-02T08:27:48.340,51.5746,-173.2402,10.0,5,earthquake
us200041a3,2015-11-02T08:31:15.330,51.5608,-173.2709,10.0,5.3,earthquake
us200041b0,2015-11-02T13:40:36.200,32.0869,69.5562,44.7,5,earthquake
us200041be,2015-11-02T16:36:47.690,-6.9984,129.6771,109.6,5.2,earthquake
us200041hf,2015-11-03T01:10:44.010,13.4423,145.9775,26.0,5.1,earthquake
us200041rk,2015-11-03T21:25:02.010,-8.2825,124.9069,10.3,5.7,earthquake
us200041ty,2015-11-04T03:44:15.190,-8.3381,124.8754,20.0,6.5,earthquake
us10003v9b,2015-11-04T03:51:02.630,-8.2033,124.8590,10.0,5.3,earthquake
us200041ui,2015-11-04T05:43:11.450,-3.3712,149.8104,10.0,5.1,earthquake
us200041ul,2015-11-04T05:52:28.390,-3.5489,149.7071,10.0,5.6,earthquake
us200041us,2015-11-04T06:14:32.820,-6.7492,105.0488,10.0,5.1,earthquake
us200041v7,2015-11-04T07:06:32.040,-3.5838,149.7919,10.0,5,earthquake
us200041vl,2015-11-04T08:12:13.890,0.5827,98.0365,28.9,5.3,earthquake
us200041vm,2015-11-04T08:14:57.780,-8.3487,125.0105,10.0,5.1,earthquake
us200041x2,2015-11-04T13:47:50.300,43.3348,146.1094,95.7,5,earthquake
us10003ut4,2015-11-05T01:59:22.390,56.1986,162.4331,61.0,5.2,earthquake
us10003uwi,2015-11-05T16:24:13.870,-8.2173,124.7998,20.2,5,earthquake
us10003uwk,2015-11-05T16:32:38.750,-3.7259,150.9036,10.0,5.5,earthquake
us10003uxr,2015-11-05T18:02:54.050,39.4270,143.4135,10.0,5,earthquake
us10003v2p,2015-11-06T01:09:56.500,52.2700,-169.4490,18.8,5.3,earthquake
us10003v4s,2015-11-06T06:11:49.870,-6.2647,147.5641,86.1,5,earthquake
us10003v5a,2015-11-06T08:44:07.540,-30.1424,-72.2616,8.5,5.4,earthquake
us10003v6u,2015-11-06T09:43:50.870,-20.1536,-173.5532,10.0,5,earthquake
us10003vcl,2015-11-06T20:14:02.560,16.5675,-95.8796,48.7,5,earthquake
us10003vf9,2015-11-07T02:30:23.340,-3.0708,137.4409,45.1,5,earthquake
us10003vgf,2015-11-07T06:58:30.300,8.4672,-71.3957,15.1,5.3,earthquake
us10003vgi,2015-11-07T07:04:31.380,-29.4642,-72.3015,13.0,6.2,earthquake
us10003vgt,2015-11-07T07:31:43.870,-30.8796,-71.4519,46.0,6.8,earthquake
us10003via,2015-11-07T10:06:14.760,-18.2309,-174.0869,10.0,5.3,earthquake
us10003vij,2015-11-07T10:53:44.160,-30.7227,-71.3904,42.0,5.7,earthquake
us10003vjs,2015-11-07T13:44:44.720,35.9067,139.9683,107.5,5,earthquake
us10003vl4,2015-11-07T19:40:13.550,16.4895,119.8464,37.0,5.5,earthquake
us10003vlf,2015-11-07T20:57:51.820,-10.1753,111.1987,10.0,5,earthquake
us10003vmc,2015-11-07T22:53:54.390,1.5948,126.5761,37.1,5.2,earthquake
us10003vp7,2015-11-08T08:13:37.360,-17.3194,-69.4287,159.9,5.7,earthquake
us10003vph,2015-11-08T09:34:57.310,0.7863,98.8905,69.0,5.7,earthquake
us10003vpz,2015-11-08T10:42:01.590,6.8782,94.5455,8.0,5.5,earthquake
us10003vq1,2015-11-08T10:46:17.430,51.5002,-172.9113,16.0,5.6,earthquake
us10003vq9,2015-11-08T11:33:14.590,51.5345,-172.9785,20.0,5.7,earthquake
us10003vqi,2015-11-08T11:54:39.320,6.7923,94.6065,10.1,5.1,earthquake
us10003vqx,2015-11-08T13:23:47.760,6.7690,94.4790,9.8,5.2,earthquake
us10003vr2,2015-11-08T14:34:05.390,6.6790,94.4431,10.0,5.1,earthquake
us10003vrc,2015-11-08T15:40:56.440,48.3955,154.7527,49.5,5.2,earthquake
us10003vry,2015-11-08T16:47:02.160,6.8431,94.6480,10.0,6.6,earthquake
us10003vs5,2015-11-08T16:59:20.850,6.9335,94.7617,10.0,5.2,earthquake
us10003vsp,2015-11-08T19:14:47.430,6.9840,94.5340,10.0,5.6,earthquake
us10003vv8,2015-11-08T23:47:43.680,-56.0487,-27.3138,75.1,5.1,earthquake
us10003vw4,2015-11-09T04:46:27.860,-23.5755,-68.9458,101.0,5.3,earthquake
us10003vwl,2015-11-09T06:12:13.970,6.5177,94.8833,11.8,5.3,earthquake
us10003vxc,2015-11-09T08:12:46.020,6.4078,94.8019,10.0,5.5,earthquake
us10003vyb,2015-11-09T13:57:36.860,-6.9837,150.7989,10.6,5.1,earthquake
us10003vyx,2015-11-09T16:03:46.070,51.6394,-173.0746,15.0,6.5,earthquake
us10003w0g,2015-11-09T17:03:06.930,17.9689,147.0349,48.8,5,earthquake
us10003w58,2015-11-09T23:54:14.380,51.4111,-172.9033,44.4,5,earthquake
us10003x2w,2015-11-10T17:48:23.090,-22.2254,-68.7099,109.3,5.3,earthquake
us10003x8b,2015-11-11T00:26:57.760,6.2386,147.6443,13.0,5.6,earthquake
us10003x8t,2015-11-11T01:54:38.570,-29.5067,-72.0068,12.0,6.9,earthquake
us100041dt,2015-11-11T02:01:05.910,-29.5598,-72.1101,10.0,5.1,earthquake
us10003x94,2015-11-11T02:23:39.270,-29.4658,-71.9288,10.0,5.1,earthquake
us10003x9g,2015-11-11T02:46:19.830,-29.5097,-72.0585,10.0,6.9,earthquake
us10003x9t,2015-11-11T03:07:49.000,-29.5259,-72.1018,10.0,5.1,earthquake
us10003xaf,2015-11-11T06:26:33.730,-9.1387,-108.6442,10.0,5.6,earthquake
us10003xd3,2015-11-11T11:45:23.890,-8.9416,110.2187,83.0,5.5,earthquake
us10003xdn,2015-11-11T12:08:51.060,9.6920,-85.6755,36.1,5.1,earthquake
us10003xf0,2015-11-11T16:11:47.310,21.9657,144.9068,58.9,5.3,earthquake
us10003xfs,2015-11-11T18:18:54.660,48.4332,149.0523,388.4,5,earthquake
us10003xn2,2015-11-11T22:17:59.500,1.5536,127.2926,96.7,5.2,earthquake
us10003xni,2015-11-11T23:36:19.200,-7.2493,128.9300,126.0,5.8,earthquake
us10003xtq,2015-11-12T17:28:39.080,51.5005,-175.0682,39.4,5.2,earthquake
us10003xzv,2015-11-13T06:04:17.180,-29.8492,-64.4985,27.0,5.6,earthquake
us10003y0b,2015-11-13T06:54:49.140,-8.5041,-75.9471,117.6,5,earthquake
us10003y30,2015-11-13T12:21:37.030,17.2747,147.2067,16.0,5.4,earthquake
us10003y32,2015-11-13T12:54:38.390,17.3148,147.1537,10.0,5.1,earthquake
us10003y71,2015-11-13T20:51:31.030,31.0009,128.8729,12.0,6.7,earthquake
us10003yap,2015-11-14T05:25:35.530,7.2168,-34.2684,10.0,5.3,earthquake
us10003ybn,2015-11-14T10:21:42.400,37.9417,143.8515,27.4,5.2,earthquake
us10003ydi,2015-11-14T16:53:31.340,6.8326,94.5324,10.0,5.3,earthquake
us10003ydz,2015-11-14T19:20:21.390,31.4417,128.8428,10.0,5.7,earthquake
us10003ye7,2015-11-14T20:34:29.340,31.3303,128.8530,10.0,5.1,earthquake
us10003ygi,2015-11-15T05:11:55.110,-24.7658,-175.7978,35.0,5,earthquake
us10003yjy,2015-11-16T00:39:33.520,17.8398,-81.8219,6.7,5.8,earthquake
us10003ykq,2015-11-16T03:31:42.190,52.1042,173.5959,31.3,5.1,earthquake
us10003ymm,2015-11-16T11:04:28.620,-26.4512,67.7857,10.0,5,earthquake
us10003ypr,2015-11-16T16:13:08.660,-24.8078,-176.0107,35.0,5,earthquake
us10003yr1,2015-11-16T16:49:13.730,48.3334,154.2439,34.0,5.9,earthquake
us10003ywp,2015-11-17T07:10:07.300,38.6700,20.6000,11.0,6.5,earthquake
us10003ywz,2015-11-17T08:33:40.800,38.6500,20.5600,9.0,5.1,earthquake
us10003yxy,2015-11-17T12:51:03.570,1.5250,126.4945,10.0,5,earthquake
us10003yzt,2015-11-17T17:29:36.290,40.3762,73.2038,18.0,5.6,earthquake
us10003z6v,2015-11-18T01:58:46.980,-6.4635,130.2773,116.0,5.2,earthquake
us10003z79,2015-11-18T04:38:50.880,31.3706,128.9610,27.5,5.1,earthquake
us10003z7z,2015-11-18T10:36:56.730,-4.6682,103.5931,114.0,5,earthquake
us10003z89,2015-11-18T12:15:37.950,38.8407,20.5551,10.0,5,earthquake
us10003zcb,2015-11-18T16:47:07.400,-6.3280,103.6635,29.7,5.1,earthquake
us10003zcp,2015-11-18T18:31:04.570,-8.8994,158.4217,12.6,6.8,earthquake
us10003zcv,2015-11-18T18:53:55.780,-9.0480,158.5070,10.0,5.1,earthquake
us10003zfk,2015-11-19T03:47:31.840,-32.5327,-176.6813,39.5,5.1,earthquake
us10003zfw,2015-11-19T04:15:52.600,27.8525,85.6776,16.5,5,earthquake
us10003ziq,2015-11-19T13:49:44.680,-7.6355,-13.5566,10.0,5.2,earthquake
us10003zm9,2015-11-19T18:15:34.200,-24.5736,-175.9390,10.0,5.1,earthquake
us10003zrf,2015-11-20T05:31:52.490,26.3565,142.6429,14.0,5.8,earthquake
us100040s8,2015-11-20T05:33:58.170,26.2904,142.6789,10.0,5.1,earthquake
us10003ztb,2015-11-20T14:50:40.290,0.9969,127.4844,10.0,5.1,earthquake
us10003zzi,2015-11-20T23:25:41.380,-11.6407,165.5124,10.0,5.1,earthquake
us1000402t,2015-11-21T09:06:13.460,-7.1484,129.9375,82.0,6.1,earthquake
us1000405c,2015-11-21T19:45:35.390,-18.1159,-172.6092,10.0,5.3,earthquake
us10004077,2015-11-21T23:05:30.650,-30.5754,-71.7676,27.0,5.8,earthquake
us100040aj,2015-11-22T08:11:15.760,16.8532,-96.4120,49.0,5,earthquake
us100040c9,2015-11-22T15:34:07.930,-53.6562,140.4975,10.0,5,earthquake
us100040ct,2015-11-22T18:16:04.710,36.4344,71.4233,102.0,5.7,earthquake
us100040dr,2015-11-22T20:38:31.430,8.5217,-71.3869,10.0,5.1,earthquake
us100040dw,2015-11-22T21:02:43.080,37.9935,100.3471,12.9,5.1,earthquake
us100040gl,2015-11-23T11:18:53.630,-53.0308,21.7890,10.0,5,earthquake
us100040iy,2015-11-23T20:41:21.500,16.9762,-98.9116,34.0,5.6,earthquake
us100040m3,2015-11-24T02:46:18.280,-24.7604,-175.5726,10.0,5.4,earthquake
us100040mw,2015-11-24T09:14:15.800,-31.8014,-72.1266,10.1,5,earthquake
us100040q8,2015-11-24T13:21:35.730,18.7787,145.2659,586.9,6,earthquake
us100040uv,2015-11-24T20:45:02.330,-0.0981,-17.8340,10.0,5.5,earthquake
us100040ww,2015-11-24T22:45:38.880,-10.5372,-70.9437,606.2,7.6,earthquake
us100040x6,2015-11-24T22:50:54.370,-10.0598,-71.0184,620.6,7.6,earthquake
us1000415h,2015-11-25T04:46:50.780,31.4331,140.1479,124.7,5,earthquake
us1000417j,2015-11-25T11:23:01.960,4.2222,125.7660,141.0,5,earthquake
us100041ay,2015-11-25T18:57:41.590,1.4305,126.2904,33.2,5.7,earthquake
us100041c9,2015-11-25T21:17:18.500,31.8920,49.5400,12.0,5.4,earthquake
us100041dh,2015-11-26T00:17:22.820,-4.7909,145.1454,187.2,5.1,earthquake
us100041f1,2015-11-26T05:45:18.400,-9.1825,-71.2574,602.8,6.7,earthquake
us100041iu,2015-11-26T13:51:31.310,-17.6530,179.8426,604.1,5.1,earthquake
us100041lm,2015-11-27T00:52:54.610,-9.2924,-71.0944,617.0,5.1,earthquake
us100041q3,2015-11-27T11:40:34.340,34.8307,73.9303,5.0,5,earthquake
us100041q5,2015-11-27T11:46:27.180,13.0906,-88.9476,52.0,5.6,earthquake
us100041qz,2015-11-27T15:46:42.840,2.8539,96.5417,45.0,5,earthquake
us100041t7,2015-11-27T21:00:22.920,-24.8280,-70.6009,34.0,6.2,earthquake
us100041u7,2015-11-28T02:51:07.830,43.3856,146.4353,69.0,5.6,earthquake
us100041ui,2015-11-28T05:44:40.060,-30.3688,-72.1510,10.0,5.6,earthquake
us100041vv,2015-11-28T13:11:38.850,15.2277,59.5266,10.0,5.4,earthquake
us100041vx,2015-11-28T13:39:23.270,3.6638,126.9528,68.6,5.2,earthquake
us100041wc,2015-11-28T14:47:18.970,-7.0548,105.9999,51.3,5.4,earthquake
us100042qn,2015-11-28T22:32:50.320,3.8456,126.8672,23.8,5.4,earthquake
us100041yi,2015-11-28T23:47:37.080,10.4635,-86.1935,21.0,5,earthquake
us1000421x,2015-11-29T18:52:49.490,-23.5597,-64.6521,11.0,5.8,earthquake
us100042zp,2015-11-29T18:56:21.610,-23.4779,-64.5862,10.0,5.5,earthquake
us1000426g,2015-11-30T14:45:24.340,-24.3012,-67.1815,179.3,5.3,earthquake
us1000429g,2015-11-30T20:19:05.270,-8.7910,67.6967,10.0,5.5,earthquake
us100042du,2015-12-01T06:13:43.360,41.3752,73.2570,40.8,5.1,earthquake
us100042f0,2015-12-01T12:14:21.780,1.0112,127.5026,10.0,5.1,earthquake
us100042fk,2015-12-01T13:39:55.090,-16.3790,-71.1123,117.3,5,earthquake
us100042gv,2015-12-01T17:08:25.130,-14.8839,-176.5573,10.0,5.8,earthquake
us100042jf,2015-12-01T20:20:12.680,-6.9809,155.5596,51.9,5,earthquake
us100042nk,2015-12-02T10:08:28.990,-6.2443,154.6777,56.1,5.3,earthquake
us100042v4,2015-12-02T23:27:09.890,39.2826,40.2553,10.0,5.4,earthquake
us100042w1,2015-12-03T00:23:55.740,-34.4849,-109.2098,10.0,5,earthquake
us100042wp,2015-12-03T03:02:34.500,-34.5735,-109.3484,10.0,5.2,earthquake
us1000431g,2015-12-03T14:31:12.860,22.5999,121.4008,21.8,5.1,earthquake
us1000431p,2015-12-03T15:29:08.500,-5.6600,149.7542,144.2,5.3,earthquake
us1000431u,2015-12-03T15:55:15.080,-33.9800,-109.3331,14.7,5,earthquake
us1000438a,2015-12-04T04:25:50.830,21.4894,145.7480,10.0,5.4,earthquake
us100043fl,2015-12-04T20:22:18.060,-54.0070,-2.3854,14.2,5,earthquake
us100043z2,2015-12-04T22:25:00.110,-47.6165,85.0913,35.0,7.1,earthquake
us1000448u,2015-12-05T02:10:00.660,-23.5099,-64.6396,11.6,5.3,earthquake
us10004eba,2015-12-05T22:59:43.940,43.8592,85.3132,10.0,5,earthquake
us100044dd,2015-12-06T04:03:08.170,-7.2346,155.0421,11.1,5.3,earthquake
us100044gf,2015-12-06T17:09:29.330,-18.1602,-178.6940,547.0,5.6,earthquake
us100044h6,2015-12-06T19:16:36.950,-48.2124,-10.0798,10.0,5,earthquake
us100044h9,2015-12-06T19:51:35.470,-10.6490,164.0862,38.9,5.4,earthquake
us100044iy,2015-12-07T01:47:08.470,-30.1350,-177.6017,32.5,5.4,earthquake
us100044j9,2015-12-07T02:54:39.650,-17.6527,-174.3807,10.0,5.2,earthquake
us100044k6,2015-12-07T07:50:05.950,38.2107,72.7797,22.0,7.2,earthquake
us100044k5,2015-12-07T07:51:11.430,-31.3985,-71.2624,49.5,5.5,earthquake
us20004g6m,2015-12-07T07:59:09.970,38.7467,72.8461,17.9,5.3,earthquake
us20004g5k,2015-12-07T08:09:44.860,38.4507,73.2848,10.0,5.2,earthquake
us100044km,2015-12-07T08:30:56.730,41.7307,74.6053,21.5,5.5,earthquake
us100044lp,2015-12-07T10:04:58.310,38.6494,73.2011,19.9,5.4,earthquake
us100044xh,2015-12-07T22:53:35.110,14.2197,-90.8905,84.0,5.7,earthquake
us1000454p,2015-12-08T12:56:07.420,-30.8096,-71.7519,25.0,5.6,earthquake
us20004fma,2015-12-08T18:35:19.420,0.9884,127.5123,10.0,5,earthquake
us20004ft7,2015-12-09T10:21:48.530,-4.1064,129.5079,21.0,6.9,earthquake
us20004fu0,2015-12-09T11:15:29.210,-4.2767,129.6724,25.5,5.2,earthquake
us20004fuh,2015-12-09T12:06:24.190,-4.1428,129.6036,22.2,5.2,earthquake
us20004ful,2015-12-09T12:17:19.530,-4.1260,129.5585,28.9,5,earthquake
us20004fur,2015-12-09T12:39:11.250,-4.0634,129.7107,24.3,5.3,earthquake
us20004fuz,2015-12-09T12:58:01.780,-16.7374,175.2475,10.0,6.1,earthquake
us20004fve,2015-12-09T13:32:56.090,-15.1833,-177.7597,401.5,5.3,earthquake
us20004fvt,2015-12-09T14:14:01.430,-4.0576,129.6028,10.0,5.4,earthquake
us20004fww,2015-12-09T16:06:10.360,-4.0366,129.5475,25.8,5,earthquake
us20004g15,2015-12-09T16:35:44.650,-4.1499,129.4646,26.8,5,earthquake
us20004fzu,2015-12-09T19:17:38.330,38.3722,72.8574,10.0,5,earthquake
